musician_id,filename,event_count
2861,Ye-in_Story,1
6424,yein,1
5015,YELLO_STACK_GANG,1
4210,Yes_IM_Dead,2
6830,YMC연남동메탈시티,1
5099,yoon,4
1402,You_Know_Me_Not,2
1959,YUMI,8
2420,Yuni,1
1698,Yunje,1
2440,Yuppie_Killer,31
2278,Yuppie_Killers,3
2242,Yvon_and_Ryan,1
234,Zach_and_the_Cosmonauts,1
2243,Zakk_Attack,1
6877,Zaky_Wael,1
1364,zebe,1
2504,Zee_Kang,1
2519,Zero_G,9
2657,Zico,1
819,Zion_Luz_Project,3
401,ZION.T,1
1812,Zothique,2
2446,Zujark,1
3335,ZZYZX_지직스,1
6708,Jean_Childhood,2
6439,‎아시안_하모니_밴드,1
7054,ㄱㅁㅇ,1
1349,死魂,1
5090,王JAZEERA,1
1814,王國,4
2678,가게_프로젝트,3
4877,가라사대,1
6480,가로,1
6526,가로,10
4399,가리수봉,6
43,가리온_garion,12
1417,가시,19
5964,가야금_앙상블_SET,3
169,가을방학,18
1938,가이스트,1
5355,가이스트,1
732,가자미소년단,51
4106,가지틈,2
875,가토나오키,5
437,가호,24
1762,간지구락부,1
1842,갈릭스,61
1166,감성다락방프로젝트,3
4373,감성주의,46
1548,감성치유,7
5229,감성팔이,1
4112,감자와_고구마,4
2460,강감찬밴드,9
1743,강건너비행소녀,1
6175,강고은,1
6137,강대웅,5
4176,강민철_트리오,1
6168,강백수,4
2940,강백수밴드,38
6979,강북음악크루,3
782,강산에,10
4238,강석호,18
5571,강성민,1
4338,강소라,1
1197,강신우,1
2096,강아솔,58
6267,강연욱,1
5158,강용욱,1
436,강유유히,1
4948,강유현_외_4명,1
5111,강윤미,2
720,강윤미_Quartet,1
6010,강은하,1
6134,강이채,4
6248,강전한,4
4831,강전호프로젝트,1
6427,강지은퀄텟,1
6624,강천풍과_허리케인,12
667,강태구,30
579,강토,9
6399,강하늘별,1
5487,강하림,3
6729,강한별,1
597,강허달림,10
4020,강헌구,5
6372,강현규,2
5873,강현준,1
6974,강혜정Quintet,1
4390,개가튼드라마,1
2750,개념의상실,5
2851,개떼들,4
5349,개막장,1
620,개맹이,1
1796,개미밴드,2
2843,개인버스,11
1978,개인플레이,4
3649,개차반,2
3163,객,2
16,갤럭시_익스프레스,109
1380,갭틴붓보이즈,1
3352,갱상도,1
5624,거누,14
6905,거누의_좌절된희망들,2
2781,거닐숨,26
4858,거리,3
4954,거리의시인,1
316,거북이손가락,17
4753,거짓말쟁이조조,6
257,거츠_Gutz,24
502,거친참치들,10
1964,건봉Crew,1
5071,건탁,4
1751,건훈씨,3
4634,검은잎들,29
1339,검은행성,4
6,검정치마,4
2700,게으른_오후,3
836,게이트,1
24,게이트플라워즈_Gate_Flowers,70
6098,겐그레아,15
5226,겨울다방,1
7047,겨울을_기다리는_봄,1
3561,겨자맛딸기,3
1901,계란장수,3
3513,계수정,1
950,계피,3
7018,계피자매,1
7006,고갱,1
865,고경천,4
1245,고고보이스,59
22,고고스타,93
1002,고구려밴드,11
3842,고나비,4
1609,고나비,21
4617,고니,1
6358,고래상어,1
387,고래야_coreyah,28
6913,고래와_정민,2
3084,고로케,14
3004,고로케조로케,1
2926,고망똘라,1
3589,고민,2
5718,고범준,1
6723,고병구스탠더_-_Stander,2
6502,고병구스펌스,4
736,고상지,9
634,고상지최문석윤종수_트리오,2
5361,고색창연,1
4654,고세정,4
1850,고소귤,8
618,고속버스터미널,1
3029,고스트,1
4721,고스트윈드,1
5161,고스트플랙스,1
1683,고양이가물을싫어해,1
3170,고영배,3
3886,고요,4
4982,고요한_가을,42
5231,고운사람,3
6592,고유진_퀄텟,1
3970,고의석,6
5615,고인호,7
6327,고재규,3
6365,고정,1
3023,고희안,8
5346,곡두,1
2329,곤,10
3772,골드멤버,4
4581,골드문트,3
3670,골드판다,1
6816,골든두들,1
3091,골든스윙밴드,4
2485,골든티켓,20
3909,골든힐,3
5228,골목등대,1
2113,곰팡이,1
2968,곰피디,1
5074,곱기역,1
4056,곱창에소주,3
2427,곱창전골,21
5052,공감대로,2
1257,공격대,13
4002,공구리,8
5520,공기공단,1
6240,공기남녀,1
2345,공명,1
2598,공복사운드라오,5
6861,공세영,2
5714,공업용,1
5204,공연없음,1
2838,공중그네The_Trapeze,2
7089,공중그늘,1
4544,공중전화,6
6138,공포의_키다리,1
4418,과대불판사용금지,17
553,과매기_GWAMEGI,39
5140,과수원,2
5591,곽영일,1
6326,곽정민,1
5708,곽정민_Quintet,2
6791,곽주나,2
6562,곽지웅,1
3306,곽진언,23
844,곽푸른하늘,88
5918,곽호재,1
1739,관계맺음,9
1666,관심병사,3
2818,관자놀이코브라펀치,10
6018,광흥창_Quartet,1
4249,괴뢰무당,3
469,괴물서커스단,4
2409,교라이교_魚雷魚,6
3458,교정,16
51,구남과여라이딩스텔라_goonamguayeoridingstella,76
4460,구로동_휘발유,1
1824,구름,4
6203,구름달,4
2969,구릉열차,14
6983,구본승X이기연,1
5566,구본암,3
5169,구본암_밴드,5
290,구상모,1
4991,구승모,1
665,구체적인_밴드,8
319,구텐버즈_Guten_Birds,87
4116,구토와눈물,4
1630,국가대표,1
158,국카스텐_Guckkasten,10
1915,국회슈퍼,1
1879,굴소년단,21
3664,굿나잇_파트라슈,10
6162,굿나잇스탠드,3
5641,굿모닝달리,4
5183,굿모닝달리,6
2898,굿모닝키즈,9
5331,굿바이_브루클린,2
3903,굿바이_카뮈,1
3166,굿바이모닝,18
6695,굿바이웬디,8
814,권기욱권영욱,1
3829,권나무,33
962,권민석,1
1443,권병준,2
6011,권선희,1
4630,권세준,1
2546,권순관,5
5084,권신제,20
578,권악사,1
5805,권용민,1
385,권우유와_위대한항해,22
3171,권정열,1
1510,권주원,9
3393,권지영,22
1449,권협,1
1244,궐,1
3892,규목,3
595,귤,1
301,그_사람_프로젝트,6
6621,그_냥,3
6447,그날_본_꽃,1
6925,그날본꽃,1
4803,그날오후,2
5160,그날의_기분,1
6958,그냥,2
2229,그냥_찬휘씨,173
2170,그네와_꽃,33
5913,그노,5
3719,그늘,2
2971,그때_걔네,48
3983,그라치,3
6207,그란디,3
3157,그레이,14
1615,그레이웨이,21
3248,그레이즈,1
6596,그레이트리,11
6501,그레이트볼스,6
2828,그루,2
4499,그루,4
5072,그루,2
3126,그루브9,1
1935,그루브리와_전자친구들,1
2137,그루브스팟,2
647,그루비버스_groovy_birth,4
6044,그루잠Groovjam,2
843,그릇,18
287,그리고_너_악단,3
4097,그리고4월,5
1285,그리고너악단,4
1353,그리지오가또,6
569,그린,5
4068,그린돌핀스트리트,11
4480,그린망고,10
2806,그림자들,2
882,극도,7
4013,극렬,4
955,극초단파,16
6141,글래드_파티,1
145,글렌체크,31
1829,글루미_써티스_Gloomy_30s,20
250,글루미몽키즈_Gloomy_Monkeys,5
6618,글루미시즌_-_Gloomy_Season,2
4307,글루비버스,1
4526,글리,4
3216,글리터링_블랙니스폴,3
6862,금공강,1
3332,금붕어와_넥타이,6
708,기린,30
3863,기린홀릭,3
2139,기면승,43
3628,기술부,3
4468,기억나무,3
1428,기준영,1
1818,기치,16
6378,기타치는_세남자,11
2593,기타쿠스,2
5381,기타킹,1
4933,기프트_밴드,12
389,긴머리수염꽃미소,2
4762,길가는_밴드,2
5378,길민지,3
1365,김C,1
1560,김가은,8
6668,김각성,2
2746,김각성밴드,4
2102,김간지,20
3498,김간지x하헌진,44
764,김거지,38
6072,김건세_Quartet,1
6189,김건주_고요한가을,3
4436,김겨울,21
3822,김경빈,2
73,김경은,1
5999,김경주,2
5828,김경주-넷,3
3891,김경진,1
6567,김경진,1
6568,김경진드림보트,2
1928,김경호밴드,2
3699,김곤,3
3426,김과리,17
4884,김광석,1
4795,김교은,9
1757,김규식and무누스앙상블,1
5363,김규하,6
5985,김규하_쿼텟,3
6637,김그레_오리엔탈쇼커스,5
2474,김그림,2
4017,김그앙양상상,11
4780,김기범,1
6843,김기원,3
4150,김기은_and_오지호_duo,1
4048,김기타,2
5458,김기현,3
3946,김기홍,1
4359,김꽃,7
3676,김나형,1
6369,김다운,1
5590,김대경,1
5232,김대현,1
4362,김덥,2
3046,김도균,4
696,김도연,32
5646,김도영_Quartet,1
3092,김동민밴드,1
5786,김동석,1
6554,김동훈,1
1068,김두수,4
5468,김두원,1
4840,김마루GIMMARU,4
312,김마스타,70
6774,김마스타_트리오,1
6642,김명수,2
6561,김명원,3
2173,김목경_블루스_밴드,3
303,김목인,95
2928,김므즈,1
5874,김미경,1
6968,김미현,1
110,김민규,3
3723,김민석,1
4970,김민세,1
4336,김민송,1
6454,김민우,1
6549,김민자,1
5249,김민주,1
5108,김민지,2
6056,김민희,1
2471,김바다,16
1727,김바이올린,3
1266,김박첼라,2
2002,김반장,12
5281,김반장과_한마당스,1
6323,김범우_x_이현우,3
5626,김병수,2
4812,김보경,2
1479,김보령,3
2938,김봄눈별,3
2098,김사과,3
361,김사랑,18
1393,김사월,46
4586,김사월X김해원,23
5589,김상수,1
6061,김새한길,1
1098,김샛별,6
7040,김서환,1
5582,김선영,1
2654,김선욱,30
5218,김성민,1
149,김성배_Quintet,1
6333,김성수_Electric_Band,1
392,김성수밴드,1
776,김성윤,4
967,김성윤밴드,2
7028,김성환,1
810,김성희,1
3668,김세영,3
6313,김세영_트리오,3
2472,김세헌_EVE,4
3447,김세형,1
3005,김세희,1
3395,김소영,2
4220,김소피,1
3122,김손손,4
6016,김수곤,3
190,김수빈,2
2140,김수진,3
3756,김수현,1
6356,김숙형,1
6223,김승리,1
6407,김승범밴드,1
6076,김승언_Jazz_Project,1
2281,김승재,1
3971,김승환,4
5631,김승환_기타_트리오,1
5291,김승환X찰리정_Quartet,1
6000,김시성,4
4007,김시연,1
5438,김시율,2
5941,김신영,4
3849,김연진,1
4687,김영구,17
4240,김영국,6
299,김영규,27
340,김영기,1
5258,김영수,1
5514,김영우스윗소로우,1
4377,김영준,3
6462,김영준_쿼텟,1
5878,김영진,3
4483,김영진밴드,2
4688,김영후,5
5486,김예광,5
3350,김예솔,2
4695,김예슬,4
6030,김예중,5
3584,김오안,1
3298,김오키,13
3532,김오키_동양청년,13
3017,김오현,7
585,김완선_밴드,2
1884,김완형,22
1118,김완형밴드,1
1427,김용,3
762,김용숙_트리오,1
5578,김욱,2
6689,김원준,1
4326,김유나,2
5937,김유성,2
6367,김윤희,1
6684,김은미_Quartet,2
1826,김은미프로젝트,2
5923,김은정,1
5517,김은지,1
6489,김은태,1
5938,김은혜,1
6176,김이슬기,2
523,김일두,43
3869,김일안_처절한기타맨,2
7073,김일진,2
4520,김재민,1
7016,김재훈,1
629,김정식,1
4978,김제경,1
5750,김제형,9
3011,김종락,1
3045,김종서,3
6340,김주헌,2
5112,김주환,1
6686,김준범_Quartet,4
163,김지수,20
3397,김지안,8
3887,김지혜,1
5759,김지호,8
6557,김지훈,3
6790,김진규,1
6350,김진목,1
3327,김진목트램펄린,2
5942,김창기,1
6093,김창기밴드,1
783,김창완_밴드,5
625,김창현_Quartet,1
5909,김책_그룹_:_The_Ensemble_Democratic,15
6017,김철호,2
6580,김태우,1
2124,김태춘,65
1332,김태훈,3
2321,김토일,9
580,김튤립,2
7031,김평안,1
6664,김프리,1
4701,김하나_nest_NADA_실장,1
6453,김하늘_x_강한별,1
5492,김학수_어쿠스틱_밴드,1
3648,김학진,1
4788,김한나,1
5738,김한성,1
7043,김한울,1
3482,김해원,5
5881,김현,1
6014,김현동,2
6927,김현미,1
5255,김현미_Quintet,2
4660,김현성,3
6037,김현태_Quartet,1
6336,김형준,2
5629,김형준_and_준_킴,1
6107,김형준_FFP_funky_fusion_project,1
6718,김형준밴드,1
6122,김호중,1
6241,김홍기_어쿠스틱_그룹,1
5871,김홍석,2
6206,김효린,1
5983,김효영,2
4822,김효정,1
6079,김희영_Jazz_Group,1
5109,김희원,1
4602,까나리소다,2
1788,까마귀,30
532,깐돌_Quandol,2
2966,깐따삐아,3
4601,깜악귀,2
6860,꼬리물기,4
4569,꼼마,1
5079,꽃과벌,11
2751,꽃과별,3
4658,꽃다지,1
3494,꽃의_아이들,1
4905,꽃잠프로젝트,6
4060,꽃즈,3
4802,꽃지수,1
4545,꽈배기장수,3
1798,꽝꽝나무,3
893,꿈에_카메라를_가져올걸,27
2801,꿈의_파편,64
4207,꿩박_박길수,11
6772,끝없는잔향속에서우리는,2
2386,나겸,3
751,나나기타,2
3405,나나리론즈,3
6153,나너봄,1
4513,나너뺀하나,2
4199,나누리_밴드,4
1369,나는꼼수다,1
1835,나는모호,12
2752,나는야윤영이,1
5946,나니프리즈,4
4023,나들이,1
5386,나라올라,2
832,나락,11
3240,나란여자,1
2729,나랑_narang,94
4346,나래,1
1863,나래하제,3
5121,나린,1
6360,나린,1
4360,나만_잘하면_되는_밴드,1
1315,나무늘보,1
5556,나무소년,6
6679,나비,10
939,나비,16
3324,나비,6
5691,나비다,5
311,나비맛,34
6131,나비잠_쿼르텟,1
7037,나빌레락,1
6744,나쁜오빠,3
6555,나상현,1
4517,나상현씨밴드,27
6177,나아열,1
4086,나오,1
2897,나오키밴드,1
4894,나윤권,1
251,나윤성,7
1259,나윤성밴드,9
6852,나을밴드,2
4582,나이스레그,8
5443,나이스크림,1
1538,나인,8
4763,나인스,1
675,나인씬_Ninesin,12
2041,나인어클락,27
1562,나인테일,1
4141,나인티즈,6
4142,나인티즈,1
1905,나잇어클락,6
5962,나잠수,5
108,나초푸파_NACHOPUPA,8
35,나티_Naty,12
3731,나팔꽃,18
6881,나플라,1
2232,나피나_Napina,1
3338,나하리,8
5434,나혜영김종화,1
980,나후,33
1823,나희경,9
3344,낙타사막별,19
1600,낙타와_모래주머니,2
3535,난민들,1
5762,날도좋은데,2
5910,날벼락,1
238,날자오뇽,21
701,남경민,41
5775,남경윤_Band,2
4824,남궁진영,3
6570,남극혹등고래,4
6043,남달리,1
5931,남달리트리오,1
5886,남메아리_Qaurtet,1
5336,남메아리TRIO,4
3880,남승호,6
6004,남예지,2
6060,남유선,2
5508,남유선_Quintet,4
3654,남의집이불속,2
671,남재섭,21
5393,남재원,6
6606,남진우_Funky_Band,1
6081,남현욱_Quartet,1
5917,낫이너프,1
330,낭만유랑단,1
513,낭만유랑악단,8
3071,낭만이다,13
2129,낮은_2해,1
3675,내_귀에_도청장치,2
4291,내가_아니라서_참_다행이다,1
30,내귀에_도청장치,72
6871,내면의_공포,1
3907,내츄럴_티,14
6884,내친구구교진,1
4132,너구리단,2
5371,너구리와_두더지,1
4798,너도밤나무,11
7092,너드,1
5321,너보단_그래,1
6374,너울,3
4815,너의주파수,8
914,넉다운,5
5632,넉살,3
4531,넌_아만다,5
4944,넌아만다,9
173,넘버원코리안_No.1_KOREAN,70
5209,네라임,1
4129,네모,3
360,네미시스_Nemesis,54
982,네바다51,14
3833,네오팝스탠다드,13
3563,네오하치,3
7103,네온로직,1
5807,네온마운틴,2
1939,네이브,18
2578,네이브로,9
3409,네임태그,22
5296,네임텍,7
1511,네코스타,9
6777,네트로_바이브_프로젝트,1
3810,넥타이,2
54,노_리스펙트_포_뷰티_No_Respect_For_Beauty,24
3888,노갈,90
5515,노경보옥수사진관,1
4863,노경호,1
5427,노네임드블루스,1
6780,노니파이,1
181,노던사운드_Northern_Sound,5
2050,노래쟁이들,2
5057,노래하는_현준이,1
470,노룬산프로젝트,2
600,노르딕,2
3906,노르딕_아이,1
7074,노르웨이_숲,1
1575,노르웨이안우드,54
1419,노리,5
52,노리플라이_No_Replay,1
6828,노마드보이즈,2
1220,노멀피플,2
3192,노모_어쿠키,3
6844,노모_NOMO,9
3351,노모어스노우,1
3918,노모어쿠키,55
6298,노미미,5
6841,노바독스,3
4786,노바샘,2
2116,노벰버침니_November_Chimney,1
53,노브레인_No_Brain,48
5746,노선택_and_The_Soul_Sauce,10
7064,노선택과_소울소스,1
6315,노쉘터,3
5681,노스던,1
3578,노아s어쿠스틱,1
852,노이즈_캣_Noise_Cat,7
610,노이지Noeazy,23
4865,노잉글리쉬사이드앵글,15
5107,노준용,7
969,노컨트롤,24
2890,노케이,6
2946,노케이,1
4704,노코멘트,1
441,노트_a_NOTE,2
6775,노티스노트_-_noticenote,2
6646,노틸러스,1
5682,노피치온에어,1
7026,노현진,1
4198,녹색의_장원,2
2638,녹스,32
6112,논픽션맨,5
2027,뇌태풍,1
2362,누가_로라파머를_죽였나,4
5125,누드머핀,1
5880,누이블랑,1
55,눈뜨고_코베인,34
3830,뉴금붕어밴드,6
4846,뉴메릭_씨어터,1
901,뉴미,1
1536,뉴본,2
3521,뉴스,1
2393,뉴시즌,2
1789,뉴아일랜드,9
1001,뉴욕물고기,10
3567,뉴질랜드68,1
791,뉴챔프_New_Champ,1
1416,뉴크,5
1240,뉴클리어스,2
6472,뉴클리어이디엇츠,2
4296,뉴트럴리비도,1
2168,뉴튼,27
3123,느루,28
3972,늑대먹은토끼,5
4843,늘,34
5137,늘품,1
296,늦봄,1
6690,니꾸데이,1
1598,니나노난다,11
4605,니들,1
4980,니들앤잼,1
4011,니스,1
78,니케아_Nickea,14
2912,니키파이브,1
188,니힐,3
4012,님버스_Nimbus,30
3193,닝_트리오,4
3812,닝트리오,9
1114,다락,1
3901,다락방라디오,41
4177,다르다,3
6658,다린,3
2620,다미라트,11
6304,다방,1
516,다브다,37
3640,다섯줄,12
4170,다슬,1
6236,다운더라인,3
1846,다운스트림,4
262,다운인어홀_Down_in_a_Hole,1
3684,다운타운보이즈,10
1280,다운헬,11
6196,다원,1
3114,다이노사우루스,1
2913,다이노펀치,4
3508,다이브스,12
3573,다이브인투,3
4403,다이얼라잇,47
1660,다이얼링에이트,1
1474,다잉_웨스트,4
3673,다크무르,1
4241,다크사이드,1
4717,다크하우스,1
6965,다푸리_풍물패,1
2766,다플루토,2
3938,닥터_링딩,1
359,닥터미라클_Dr.Miracle,1
6940,닥터심슨,1
3070,단비,1
4045,단식광대,46
4285,단정,1
4587,단편선_솔로,6
3771,단편선과_선원들,30
1500,단편숏컷,15
1956,달,1
1588,달과_바둑이,36
6926,달나라다람쥐,1
1519,달나라밴드,3
3555,달달공작소,4
1709,달동네_로망스,1
5401,달뜨는감정,1
1579,달로와,2
425,달리,15
1665,달마선생,36
6602,달무늬,1
3370,달무지개,7
5953,달보드레,3
4705,달언니,1
4983,달언니와_말랑씨,14
584,달에_닿아,4
512,달에핀,3
3282,달좋은밤,7
3217,달콤다방,2
1955,달콤씁쓸한,2
133,달콤한_소금,12
4477,달콤한마디,13
1967,달토끼,2
3982,달핀,3
4740,담비C,19
5417,담소네공방,3
4860,답답이들,1
4766,당당한녀석들,1
3966,당일치기,1
6818,대니보이_앤_더_캐리지스,9
3377,대장장이,4
2629,대현,53
4167,대현with조씨,14
2814,더_나이트_아울the_Night_owl,4
6950,더_더블유,1
3826,더_데이즈,1
4918,더_러키즈,2
6822,더_레드치킨,1
3199,더_레이시오스,4
4243,더_로이스The_Rois,1
1712,더_루머스,5
2493,더_리딩클럽_The_Reading_Club,19
6516,더_마리화나_오브_재즈,1
3916,더_모노톤즈,28
1527,더_뮤,1
5395,더_버건디,11
655,더_베거스,148
5770,더_베인,22
6438,더_브이브이,1
3908,더_블라인드,1
61,더_블랙슈_the_Black_Shoe,3
693,더_비스츠_THE_BEASTS,1
6359,더_솝,1
3712,더_스토리안,1
518,더_스투피드The_Stupid,3
640,더_스트레이_the_Stray,16
6629,더_스티브_맥퀸스,1
5418,더_아트_빌딩_플레이트,1
5721,더_예스터,4
3057,더_와겐_The_Wagen,1
4496,더_우지,8
505,더_유나이티드93_The_UNITED93,26
3483,더_제이워커,5
1585,더_케라틴즈,31
320,더_큅_The_Quip,41
2202,더_타디스,7
4195,더_팬시,5
6823,더_폴스_-_The_POLES,6
3055,더_프라이머리_The_Primary,4
4946,더_플레이트,1
859,더_필름_The_Film,9
6900,더_한즈,1
6625,더_헤드,9
4226,더_홀The_Hole,2
3101,더_히스테릭스,32
1456,더_히치하이커,3
3645,더다잉사이렌인도네시아,2
172,더더밴드_TheThE_BAND,1
1140,더레슬러,20
1188,더레이크,29
1051,더루스터스,137
918,더루져스,22
313,더문,5
1633,더뮤,1
6802,더뮤지션스,1
6746,더바코드,12
1320,더블덱,1
3173,더블라스트,2
3991,더블라인드,2
5666,더블플랫,1
2640,더스키,1
4255,더스토리안,1
1841,더스티블루,1
4281,더스티튜브,1
7107,더에이팝,1
1587,더원스,1
807,더큐,3
537,더크랙_Crack,11
2573,더키치스_The_Kitches,21
6283,더튜나스,1
4065,더티라콘,16
5501,더티블렌드,14
1672,더티풋,5
1334,더파더스,1
1701,더페이즈,2
4867,더플레인,1
4869,더플레인,1
1211,더한소리,14
5734,더한즈,19
4807,더행거스,11
1542,더홀,25
3720,더힐링,2
4181,덕밴,4
700,덕스,23
6683,덕스트릿,3
5225,던글로우,1
5921,던들,1
4940,던말릭,2
6266,던컨,1
3814,덜세이,2
4119,데드각카스,16
1521,데드버튼즈,119
6314,데드청스,1
1876,데릭_DERRICK,15
642,데미안더밴드_Demian_The_Band,3
2643,데미지아,5
48,데빌이소마르코_Devil_E_So_Marko,7
4778,데스팟,2
2921,데어나인,4
5811,데오나,12
4956,데이_오브_모닝,3
327,데이드림,34
3302,데이리랜드_유스,2
157,데이브레이크_Daybreak,42
3509,데이빗_베비라콰,1
5649,데이식스,7
2080,데이원,4
2624,데이즈,15
4376,데이즈정우,11
2121,데일리_노트,31
7086,데일리블루,1
6199,데일릿지,10
6944,데카당DECADENT,2
94,델리스파이스_DeliSpice,23
956,뎁,1
3487,뎁인뎁쇼,5
2844,도그_라스트_페이지,28
1455,도그스타,7
402,도끼Dok2,9
1750,도노반과_제3행성,5
3838,도노반과제3행성,1
6119,도담,2
4049,도도,1
2317,도도어스,32
4182,도듀,1
5958,도리토리,6
338,도린,2
4208,도마,63
2607,도성희오소리,2
6074,도승은_Quartet,1
697,도시락밴드,2
5755,도시총각,2
4178,도은영,1
684,도재명,1
3443,독산,2
1845,돈스파이크,1
2195,돌연한출발,5
3958,동경소녀,19
575,동교동_감귤,1
766,동교로111조문근일락리치킴,4
5003,동네,7
4356,동네빵집,5
2461,동네오빠들,1
3824,동래,1
2019,동묘폴리스박스,21
5608,동안,2
7098,동양고주파,1
5839,동양표준음향사,3
6824,동이혼,1
5580,되감기,2
4215,된장남_임윤환,1
3150,두_소녀,1
805,두개,1
4425,두나무밴드,2
4041,두번째달,8
1729,두부밴드,1
5194,두사람,3
4511,두왑사운즈,2
5655,두후니,1
1354,듀플로이,2
3185,드라이래빗,1
841,드라이브_샤워_DRIVE_SHOWER,23
1231,드라이플라워,3
3776,드래곤앨리,2
1203,드래곤헤드마운틴파크DHMP_용두산공원밴드,6
4404,드럼_앤_피아노,12
5267,드레인,23
921,드레인어스,7
3851,드렉슬비츠,2
2528,드론고,2
2808,드론고DRONGO,10
335,드린지오_Dringe_Augh,33
4838,드림보트,30
3512,드링킹소년소녀합창단,15
5086,디_언커버즈,10
6572,디_에이드,1
3505,디디스,2
2511,디미니쉬드Diminished,3
3935,디사이드,1
1502,디셈버,1
2956,디스_맨,1
3008,디스맨,14
3069,디스윌디스트로이유,5
4342,디스이즈패러랠월드,2
4411,디스코팡팡,1
4771,디스쿨,1
1424,디스피켜,3
220,디아블로_DIablo,25
276,디어클라우드_Dear_Cloud,23
3406,디어헌터,1
4415,디얼라이프,2
6258,디원,1
1713,디자인,43
674,디제이_유니크_쉐도우_DJ_UNIQUE_SHADOW,3
5585,디제이_진호,1
406,디젤_스니커즈_DIESEL_SNEAKERS,12
1857,디지트,1
6797,디텍티브_에이전시,1
2627,디토무드,17
4422,디폴,1
3688,디피사운드,7
4503,디필링,1
883,디하이트,24
5966,디히포,1
468,딕펑스_DICKPUNKS,25
4322,딜런,4
5725,딜리카,1
3480,딜리탕스,4
611,딥그레이,23
3687,딥스,4
790,딥플로우_Deepflow,7
6161,딩클리,1
772,따가운여자들,2
2687,따밴,4
5227,딴따라소울,1
4577,땅고비올레,2
3012,땅콩크래커,2
6691,땐싱누들,4
1976,똘2,1
4521,뚜룹다세션,1
1122,뚝딱이,1
4103,뚝배기들,13
1366,뜨거운감자,3
63,라_벤타나_La_Ventana,4
4246,라_이슬라_보니따,3
3202,라가머핀,3
1999,라국산,1
4754,라기,1
3685,라나,1
4533,라니라니,2
6396,라데,2
3657,라디오데이즈,10
3818,라디오데이즈,2
6139,라디오쇼크,1
2847,라디오스타,1
3581,라라라이엇,3
2845,라라랜드,3
7066,라라비,1
72,라루나_LALUNA,1
6669,라베이,1
6614,라베이,1
3136,라벨,19
3523,라보엠,2
7033,라부,1
7027,라비뉴,1
3546,라비에벨,1
2286,라스트씬필름,22
5316,라스파야스,4
4193,라야밴드,5
1539,라오,8
5552,라온_강호_미호,1
539,라온제나,35
2936,라우들리데시벨,5
5810,라우라우와_친구들,1
2135,라운드투,23
3047,라운드헤즈,10
6644,라유나,1
71,라이너스의_담요_Linuss_Blanket,26
2894,라이노_어쿠스틱,11
4366,라이브유빈,1
1617,라이어밴드Liar_Band,1
1767,라이엇_키즈,15
5426,라이즈_투_비_얼라이브,1
1540,라이커멜로,8
4343,라이트다운프로젝트,1
605,라이프_싸이클_Life_Cycle,4
616,라이프_온_Life_On,25
4153,라이프앤타임,40
1352,라임베리,51
3027,라자루스_벤데타,2
6383,라즈모드,1
879,라즈베리필드_Raspberry_Field,4
1238,라츠,1
4648,라쿤,1
5410,라틴재즈_올스타즈_류복성,22
818,라퍼커션_Rapercussion,11
6854,라펠코프,4
3775,라피스라줄리,14
1601,라피아타,1
4752,라핀,3
2846,락커스패션,56
291,락쿤,13
4021,락킨로드,1
68,락타이거즈_The_Rocktigers,43
4828,락튜러스,2
4829,락튜러스,1
827,랄라스윗,15
4943,람다,1
2149,래디오RADIO,2
5627,랜드오브피스,36
6085,랜삘,2
5761,랜필,1
6705,램즈,2
1795,램페이지,1
1942,랩질,3
1012,러버더키,31
2827,러브_플라잉_콰르텟,2
3249,러브샵,2
954,러브엑스테레오Love_X_Stereo_,159
4140,러브오어낫,41
7091,러블레스,4
5950,러블리벗,1
1529,러블퍼즐,2
5233,러스트포유스,1
6284,러프_컷츠,4
1543,럭스,43
4280,럭키스트릿,36
6417,런던아이,2
4631,런던퍼즈,1
1853,런치송,1
2632,레_세일즈_Les_Sales,85
1781,레게장수,1
3261,레고,1
3440,레고유,1
70,레나타_수어사이드_Renata_Suicide,6
6989,레너게이드,1
7065,레드_스트라이프,1
4409,레드_터스크,1
3222,레드_판다,2
5132,레드닷,49
3099,레드데이,1
769,레드로우_RED_LOW,13
6556,레드머플러,1
2896,레드모션,16
2068,레드벨벳,4
506,레드사인,75
6954,레드소넷,1
906,레드체스,1
2069,레드코트,5
6564,레드펭귄스,1
3380,레디오_데이즈,1
6953,레디칼,1
4000,레몬센트,1
5748,레미디,1
4598,레베카,1
58,레스카_ReSka,18
2906,레어플레닛,1
6288,레오나르도_브라보,1
2369,레오폰,2
4505,레이니웨이,1
3484,레이디버드,34
3364,레이디스,6
4653,레이린,6
3139,레이백,5
5639,레이백사운드,2
3949,레이브릭스,146
2171,레이지본,25
4744,레인메이커,1
1791,레인버드,1
3116,레인보우_99,21
3560,레인스코드,1
1022,레전드,4
5693,레조넌스_트리오,2
4147,레터_플로우,6
6680,레터플로우,1
5663,레트로_킹,4
1134,레트로밤,5
3785,레트루아,6
2531,렉시트,16
4120,렌_LEN,7
403,렘넌츠_옵_더_폴른Remnants_Of_The_Fallen,21
2075,렘수면상태의밴드,13
4219,렛츠,24
3357,로꼬,2
3748,로니세븐,7
4374,로다밴드,2
59,로다운30_lowdown30,79
475,로드런너_Roadrunner,4
3889,로드킬,9
5733,로디소,3
709,로로스_Loros,7
1046,로만티카,62
4966,로맨스탭,11
3172,로맨티스코,1
